dataset,seed,method,perturbation,split,pearson,pearson_delta,l2,approach,label
norman_from_scfoundation,2,geneformer,ETS2+PRTG,val,0.9954786245197659,0.859115765111859,3.336481952166916,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FEV+ISL2,test,0.9934958970183492,0.9323218914629512,3.38477179133947,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FEV+MAP7D1,val,0.9954337985935681,0.9133579474253617,2.712025956030777,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOSB+IKZF3,val,0.9960880145806761,0.9205061629641643,2.823739850365117,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOSB+OSR2,test,0.9913693471977132,0.8500485450481792,4.286715574701363,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOSB+UBASH3B,val,0.9954331334912768,0.7394602148019699,3.069558654140065,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOXA1+FOXF1,val,0.9964553526511234,0.8324262059134147,2.448433250854712,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOXA1+FOXL2,test,0.9976401622378523,0.9291715383329596,1.984497581145486,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOXA1+HOXB9,val,0.9976187604913275,0.94053219438399,2.094030455020185,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOXF1+FOXL2,test,0.9944435504221577,0.9107793920551249,3.415273514230479,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,FOXF1+HOXB9,test,0.9948643806220153,0.8578642336836158,2.92868447256831,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,IGDCC3+PRTG,val,0.9725010493563235,0.6882764581322591,7.410013387652907,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,IGDCC3+ZBTB25,val,0.9894371459758516,0.7325760566136233,5.371216707008778,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,JUN+CEBPB,test,0.9928311088899647,0.88613685926019,3.599997839113619,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,KIF18B+KIF2C,val,0.9941986754820962,0.4496320632745664,3.301538903644964,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,KLF1+BAK1,val,0.997585633755643,0.8462074414935361,2.265703547899956,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,KLF1+CEBPA,val,0.9947340529075568,0.8980180503449111,3.25182146723917,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,KLF1+CLDN6,val,0.9936962205258254,0.8064631025325516,3.301726259880615,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,KLF1+FOXA1,val,0.9931293607604406,0.8205419648563546,3.888965968106639,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,LYL1+CEBPB,test,0.9930868744773682,0.6654707081344373,3.431846509251023,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,MAP2K3+IKZF3,test,0.9969294943722401,0.9174113468433724,2.471300614169308,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,MAP2K6+IKZF3,test,0.9860073810472578,0.6432211123317739,5.222049514361153,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,MAP2K6+SPI1,test,0.9960058465608257,0.5073208112488898,2.853943515371763,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,MAPK1+PRTG,val,0.9925994747841952,0.7305458859653753,4.159376614949871,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,MAPK1+TGFBR2,val,0.9973203022610945,0.7813407744415443,2.166517167006826,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,POU3F2+CBFA2T3,test,0.9979590180119534,0.9219280617737551,1.843316433965514,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,PTPN12+OSR2,test,0.9977050307279595,0.6736284031623234,2.026669002219794,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,PTPN12+SNAI1,val,0.9980602298121727,0.8378687796768707,1.799758819354614,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,PTPN12+UBASH3A,val,0.997725710452668,0.9647580371854676,2.466321275466536,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SAMD1+PTPN12,test,0.9981738648730595,0.9561033124741849,2.104724711166234,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SET+KLF1,val,0.9944324449231118,0.8122677069152311,3.1121234215329,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SGK1+S1PR2,test,0.9948093214907693,0.8416353851021967,3.058472208799171,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SGK1+TBX2,test,0.9971278298851803,0.877796184115711,2.662279031681418,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SNAI1+DLX2,val,0.9952789494285652,0.8921154448052837,3.107389202652024,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,SNAI1+UBASH3B,test,0.9985406048811405,0.8926115237494214,1.660406723133039,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,TBX3+TBX2,val,0.9940606233240873,0.7582374351084499,3.252054924442232,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,TGFBR2+ETS2,val,0.9988772130924433,0.751156188990003,1.440387877142218,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,TGFBR2+PRTG,val,0.9987116933353768,0.9436014470421554,1.475048015473941,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,TMSB4X+BAK1,test,0.9984309987773787,0.8076335306933798,1.626780320096623,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,UBASH3B+OSR2,test,0.9939115281563651,0.4282944474130436,3.934328337921543,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,UBASH3B+ZBTB25,test,0.9987212948083972,0.9622806734450288,1.633111335361557,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,ZBTB10+DLX2,val,0.9751068237446677,0.7513383218837535,7.460816175265995,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,ZBTB10+PTPN12,test,0.9930127177216937,0.7642495999193427,3.640539455910289,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,ZBTB10+SNAI1,val,0.9890687728276263,0.893802641323998,4.863030242064885,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,ZC3HAV1+CEBPA,test,0.9950946870907538,0.9224898738796522,2.877648453977883,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,geneformer,ZC3HAV1+HOXC13,val,0.9921541073026114,0.7387912807717251,3.84363146091814,foundation_model,Geneformer*|Foundation Models
norman_from_scfoundation,2,uce,BPGM+SAMD1,test,0.9927169080049889,0.7650559601920837,3.694363850902346,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CBL+PTPN9,test,0.9941130389162578,0.7933337491986953,3.727118640448162,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CBL+PTPN12,val,0.9907141740167205,0.71088180341879,4.112921430799412,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CDKN1B+CDKN1A,test,0.9921029635068737,0.758759084525097,4.299543945729423,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CEBPB+CEBPA,test,0.9679658248552241,0.5483080408701753,7.979172880149378,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CEBPB+OSR2,test,0.9866448349596991,0.6024581853370481,4.81679972246542,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CEBPE+CEBPB,test,0.9796223110538729,0.6231841943237447,6.465445277660359,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CEBPE+KLF1,val,0.9929593716863868,0.1898659539092832,3.998595550667957,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,CNN1+MAPK1,val,0.9958223154711846,0.5994732803154028,2.676486625246211,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,DUSP9+MAPK1,val,0.9968276249468223,0.5618533650026355,2.91325227616061,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,DUSP9+PRTG,test,0.9883124732778091,0.7773942058037795,4.509857245009454,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,DUSP9+SNAI1,test,0.9805419596728447,0.8014828736060216,6.039134437909357,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ETS2+CEBPE,test,0.9886554322344929,0.3917835131260774,4.364308436826601,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ETS2+IKZF3,test,0.9825193598418656,0.8097644737766543,5.418656126478693,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ETS2+MAP7D1,val,0.9881095923089275,0.2622576582799225,4.772995448376901,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ETS2+MAPK1,val,0.9826318391533421,0.3996197136946321,5.398809283081477,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ETS2+PRTG,val,0.9968643639017354,0.7422779019328503,2.32242321972946,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FEV+ISL2,test,0.9796908733487306,0.5357121378837209,5.82721159040678,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FEV+MAP7D1,val,0.9841020007255405,0.4605038006343449,5.260184642787521,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOSB+IKZF3,val,0.9902885965550706,0.7886604410157901,4.050679249351678,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOSB+OSR2,test,0.9864590409338841,0.2835736802000635,4.786120086780361,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOSB+UBASH3B,val,0.9978263751920472,0.6628583135512336,2.050276754667437,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOXA1+FOXF1,val,0.995011816139861,0.7960897899665995,2.879667540158759,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOXA1+FOXL2,test,0.9933301087375824,0.7832180660019432,3.374153137015385,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOXA1+HOXB9,val,0.9907474063901348,0.8464921715255328,4.050047622294604,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOXF1+FOXL2,test,0.9886472441281833,0.7793926021655913,4.566876302125791,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,FOXF1+HOXB9,test,0.9929277518695833,0.79079621305812,3.466951223498536,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,IGDCC3+PRTG,val,0.9939794490529527,0.7675380696952835,3.266689907579204,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,IGDCC3+ZBTB25,val,0.9903463417259557,0.8082843441356526,4.86467670551381,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,JUN+CEBPB,test,0.9773386130650505,0.7047154685157291,6.810456068013591,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,KIF18B+KIF2C,val,0.9963191741229077,0.426995761735139,2.526283055305072,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,KLF1+BAK1,val,0.990661947905411,0.0895567489001615,4.720286240627086,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,KLF1+CEBPA,val,0.9787510979647196,0.5802392578595016,6.418571015470333,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,KLF1+CLDN6,val,0.9902611322046154,0.7414441373510567,4.032337633170804,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,KLF1+FOXA1,val,0.9935317738761622,0.5648107232424835,3.631334760777027,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,LYL1+CEBPB,test,0.9951140531294012,0.6988914617535139,2.869002611544576,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,MAP2K3+IKZF3,test,0.987643890067461,0.6834892533818789,4.518730562297923,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,MAP2K6+IKZF3,test,0.9870090876627456,0.7161392746501659,4.625095959657445,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,MAP2K6+SPI1,test,0.9967264736407807,0.5732880221859501,2.507239256629927,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,MAPK1+PRTG,val,0.995786001241637,0.5766204385594168,2.793351714146631,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,MAPK1+TGFBR2,val,0.9922850135609824,0.2708891335104834,3.792484393763345,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,POU3F2+CBFA2T3,test,0.9942672564422659,0.8228830304228927,3.185015162002781,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,PTPN12+OSR2,test,0.9972064343525862,0.5040471845847648,2.580843115044944,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,PTPN12+SNAI1,val,0.9967400670915666,0.6947789439366652,2.324630338839316,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,PTPN12+UBASH3A,val,0.9908953818039439,0.7785623877541507,4.388756110571498,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SAMD1+PTPN12,test,0.9918424439685932,0.8186048654205204,4.17488994588515,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SET+KLF1,val,0.9896709418238844,0.4204894534140747,4.229024777240396,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SGK1+S1PR2,test,0.9927249786754908,0.8443251751355602,3.825579766296768,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SGK1+TBX2,test,0.9947582443806963,0.8158775928951023,3.261411192998101,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SNAI1+DLX2,val,0.986111177048884,0.6842642100706011,5.652375540828378,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,SNAI1+UBASH3B,test,0.9973425812419242,0.7650585272120184,2.313343906248915,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,TBX3+TBX2,val,0.9962381178253841,0.6453580825834193,2.669757184549799,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,TGFBR2+ETS2,val,0.9951651583332196,0.1939105141070867,3.446689504317939,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,TGFBR2+PRTG,val,0.9949034350002012,0.7228129109042521,2.939117718195588,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,TMSB4X+BAK1,test,0.9941483936674674,0.2452319549540341,3.385974729861847,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,UBASH3B+OSR2,test,0.9960066321476574,0.1933921048241898,3.173363299422937,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,UBASH3B+ZBTB25,test,0.9934755796739766,0.7839695762212119,3.669805622738934,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ZBTB10+DLX2,val,0.9687400204084271,0.6920350773451729,8.398002154176172,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ZBTB10+PTPN12,test,0.9920237290895668,0.7955831048918396,3.933244010204915,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ZBTB10+SNAI1,val,0.9748387455143109,0.6628132662478349,7.134715883027996,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ZC3HAV1+CEBPA,test,0.9762443639566144,0.5123360302150509,6.723918144969454,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,uce,ZC3HAV1+HOXC13,val,0.9962299651079601,0.6454449548693107,2.492402082121488,foundation_model,UCE*|Foundation Models
norman_from_scfoundation,2,scbert,BPGM+SAMD1,test,0.9927203708772145,0.7652712045553627,3.693716917059691,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CBL+PTPN9,test,0.9941249462167498,0.7937827763945824,3.723184580229122,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CBL+PTPN12,val,0.9907138665020524,0.7110966113412892,4.113351192513784,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CDKN1B+CDKN1A,test,0.9921006931270603,0.758880270895138,4.299853786509439,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CEBPB+CEBPA,test,0.9679623063975566,0.5487248846402004,7.981825427891231,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CEBPB+OSR2,test,0.9866096333898324,0.5997905157001665,4.821635147029391,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CEBPE+CEBPB,test,0.9795949745798354,0.621648416225488,6.468330056057085,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CEBPE+KLF1,val,0.9929671609889067,0.1899159515191436,3.995769387178385,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,CNN1+MAPK1,val,0.9958220584775312,0.5994304995378086,2.676394931503593,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,DUSP9+MAPK1,val,0.9968297196327862,0.5618666169680299,2.910443593848686,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,DUSP9+PRTG,test,0.9882966489342749,0.7763448306534619,4.512335700347227,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,DUSP9+SNAI1,test,0.9805216116245891,0.8010317727416658,6.042822991932696,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ETS2+CEBPE,test,0.9886620484283951,0.3921867743384054,4.363061153114134,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ETS2+IKZF3,test,0.982534654108923,0.8100856256918738,5.416225875471947,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ETS2+MAP7D1,val,0.9881077385142999,0.2621852456583097,4.774536234522884,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ETS2+MAPK1,val,0.9826429295461239,0.4002678389273119,5.397099225321578,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ETS2+PRTG,val,0.9968661933892632,0.7425152555687529,2.321649742506578,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FEV+ISL2,test,0.9796900534860364,0.5362183746531886,5.826887895830522,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FEV+MAP7D1,val,0.9840930163921836,0.4600145981172796,5.261744974625763,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOSB+IKZF3,val,0.9902830695738208,0.7883521061992081,4.051717353216953,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOSB+OSR2,test,0.986459152650545,0.2836662816715147,4.787262864649414,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOSB+UBASH3B,val,0.9978304517475777,0.662954236019455,2.047628143980207,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOXA1+FOXF1,val,0.9950119494486176,0.796435691884873,2.879853990599252,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOXA1+FOXL2,test,0.9933274960485672,0.7831256692296388,3.374863333080575,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOXA1+HOXB9,val,0.9907458351084305,0.8457630363615523,4.049749515200666,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOXF1+FOXL2,test,0.9886337988167261,0.7787176098815337,4.569657563502876,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,FOXF1+HOXB9,test,0.9929137048379514,0.790381648205925,3.470920679476881,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,IGDCC3+PRTG,val,0.9939804983093157,0.76711202450924,3.265377257723274,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,IGDCC3+ZBTB25,val,0.9903295176204914,0.8073896100501062,4.869123426463803,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,JUN+CEBPB,test,0.9773691060857018,0.7062115493301712,6.806475261186122,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,KIF18B+KIF2C,val,0.9963216159522007,0.4266822257898841,2.524907429496387,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,KLF1+BAK1,val,0.9906825568118282,0.09114690391903639,4.714085306528519,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,KLF1+CEBPA,val,0.978746762679425,0.5797051503588265,6.418239395886307,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,KLF1+CLDN6,val,0.9902193249409939,0.7393444003502562,4.040965044872653,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,KLF1+FOXA1,val,0.993525323235717,0.5641361797756371,3.632589886689938,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,LYL1+CEBPB,test,0.9951059118405189,0.6980276805819768,2.870908783759759,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,MAP2K3+IKZF3,test,0.9876441795993831,0.6832398011659653,4.518735936664359,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,MAP2K6+IKZF3,test,0.987025548256354,0.7168032128346632,4.622113978783246,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,MAP2K6+SPI1,test,0.9967265620171981,0.5734820148247294,2.507549712930473,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,MAPK1+PRTG,val,0.9957842879685517,0.576459759313879,2.793449383132212,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,MAPK1+TGFBR2,val,0.9922907413663244,0.2715726289962695,3.790767681994842,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,POU3F2+CBFA2T3,test,0.9942663099581056,0.8218896895700973,3.183819515351956,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,PTPN12+OSR2,test,0.997202610725774,0.5040948990755252,2.583567948740817,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,PTPN12+SNAI1,val,0.9967414959569133,0.6950208436214844,2.324109977217734,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,PTPN12+UBASH3A,val,0.9908943910870476,0.7786263881085694,4.389660823309415,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SAMD1+PTPN12,test,0.9918424960792878,0.8187706566348263,4.174985224915539,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SET+KLF1,val,0.9896977511113465,0.422675925962552,4.224017023114797,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SGK1+S1PR2,test,0.99273094822955,0.8446937430871759,3.825203416427532,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SGK1+TBX2,test,0.9947597923069949,0.8157379300781091,3.260058035136266,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SNAI1+DLX2,val,0.9861147331408593,0.6847313355189221,5.652689627682413,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,SNAI1+UBASH3B,test,0.9973403099360053,0.7646929170582257,2.313308125012044,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,TBX3+TBX2,val,0.9962349433376708,0.645145064055808,2.670203113152377,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,TGFBR2+ETS2,val,0.9951440821770904,0.1915837044529893,3.453312919254883,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,TGFBR2+PRTG,val,0.9949020948946249,0.7223879985423166,2.939340788337063,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,TMSB4X+BAK1,test,0.9941519293503974,0.244699050014709,3.38428153210458,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,UBASH3B+OSR2,test,0.9959945932573118,0.193191665668893,3.179117892032753,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,UBASH3B+ZBTB25,test,0.993488572204682,0.7850622950445888,3.666431464620096,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ZBTB10+DLX2,val,0.9687423485735542,0.6916209145012565,8.396551794861455,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ZBTB10+PTPN12,test,0.992036360272568,0.795649254539734,3.929563087533261,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ZBTB10+SNAI1,val,0.9748466863914653,0.6635276136420295,7.134165466740682,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ZC3HAV1+CEBPA,test,0.9762851937021655,0.514247254803624,6.71820252520419,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,scbert,ZC3HAV1+HOXC13,val,0.9962295815996545,0.6454854725648614,2.492536418712032,foundation_model,scBERT*|Foundation Models
norman_from_scfoundation,2,cpa,BPGM+SAMD1,test,0.9688673917266523,0.2815736491980119,11.10297806726611,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CBL+PTPN9,test,0.979847222853841,0.3210471278899556,8.58054814810447,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CBL+PTPN12,val,0.9758812238476976,0.2334257149844502,10.45739348281779,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CDKN1B+CDKN1A,test,0.9569375407735733,0.04089363042066918,13.32614766908852,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CEBPB+CEBPA,test,0.923863605589352,0.1516365342627597,16.48944915324088,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CEBPB+OSR2,test,0.9581688747486294,0.1003703664215386,13.40300966173494,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CEBPE+CEBPB,test,0.9554633338419334,0.1536608979857308,14.71493892779173,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CEBPE+KLF1,val,0.9708575461755506,0.1777471161536227,9.546729429336654,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,CNN1+MAPK1,val,0.9689197114343173,-0.0007729467301430777,12.22843997606599,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,DUSP9+MAPK1,val,0.9771929041516415,0.3054587794114048,9.098537913900028,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,DUSP9+PRTG,test,0.9701498878769483,0.2183136379293692,12.21897115112502,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,DUSP9+SNAI1,test,0.9608970438803719,0.2608752657902947,12.76350154104071,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,ETS2+CEBPE,test,0.9619738132998087,0.007668478869800686,12.97986505117558,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,ETS2+IKZF3,test,0.9528096407616304,0.2106820296560807,14.65569322176092,deep_learning,CPA|Other Deep Learning Models
norman_from_scfoundation,2,cpa,ETS2+MAP7D1,val,0.9577332943626312,0.1129889120360343,11.92956320024558,deep_learning,CPA|Other Deep Learning Models
